,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,Genre
189,0.0488,0.633,224720,0.492,0.00047,2,0.0758,-7.672,1,0.0524,114.845,4,0.357,1,Now Is Not The Time,CHVRCHES,Pop
190,0.365,0.312,222719,0.445,0.0038,11,0.13,-7.202,0,0.0305,97.967,4,0.308,1,No Rest For The Wicked,Lykke Li,Indie
191,0.17,0.43,154414,0.436,0,8,0.128,-4.816,1,0.119,90.053,4,0.22,1,Holdin On,Flume,Electronic
192,0.0346,0.19,230693,0.908,0.0369,0,0.241,-4.679,1,0.111,148.951,4,0.181,1,Rocking Chair,The Districts,Indie
193,0.0361,0.312,281360,0.907,0.618,7,0.363,-6.571,1,0.229,120.286,4,0.122,1,Marriage,Gold Panda,Other
194,0.00818,0.539,224907,0.582,0.0717,7,0.15,-7.414,1,0.0328,95.07,4,0.249,1,Ride On / Right On,Phosphorescent,Indie
195,0.613,0.698,230200,0.878,1.61E-05,8,0.518,-0.307,1,0.314,182.126,4,0.816,1,GodLovesUgly,Atmosphere,Hip Hop
196,0.00275,0.476,195200,0.818,0.757,2,0.279,-7.933,1,0.0318,159.089,4,0.745,1,New York City,Christopher Owens,Hip Hop
197,0.064,0.568,322544,0.936,0.00099,0,0.148,-6.365,1,0.0504,150.067,4,0.792,1,Moving to the Left,Woods,Indie
198,0.00192,0.558,301573,0.74,8.97E-06,6,0.129,-6.22,1,0.0448,118.293,4,0.214,1,All These Things That I've Done,The Killers,Indie
199,0.0212,0.604,187253,0.894,0,2,0.0299,-5,1,0.037,145.014,4,0.893,1,Junk of the Heart (Happy),The Kooks,Indie
200,0.0516,0.718,224267,0.921,0.0473,5,0.315,-3.978,0,0.0375,121.922,4,0.898,1,When The Night Falls - feat. Solange Knowles,Chromeo,Dance
201,0.0855,0.737,332453,0.545,9.32E-05,6,0.153,-8.536,0,0.362,140.086,4,0.438,1,Mercy,Kanye West,Hip Hop
202,0.0293,0.769,214333,0.712,2.12E-06,8,0.103,-4.692,0,0.029,120.975,4,0.948,1,Don't You Evah,Spoon,Indie
203,0.00731,0.567,343784,0.506,0.205,1,0.103,-8.742,1,0.0264,116.392,4,0.354,1,We Exist,Arcade Fire,Indie
204,0.000467,0.817,213059,0.588,1.51E-06,7,0.0911,-6.603,1,0.0399,119.934,4,0.448,1,Le Goudron (Edit),YACHT,Pop
205,0.0411,0.767,179240,0.912,0.402,1,0.0288,-1.157,1,0.054,144.084,4,0.496,1,Double Bubble Trouble,M.I.A.,Hip Hop
206,0.000195,0.77,391686,0.895,0.897,7,0.0455,-8.102,0,0.0488,120.986,4,0.678,1,Careless,Dusky,House
207,0.827,0.712,279800,0.77,0.548,10,0.0726,-13.187,0,0.0345,106.963,4,0.973,1,Look at You,George McCrae,Soul
208,0.39,0.706,131250,0.577,0.692,0,0.407,-6.226,0,0.0299,96.056,4,0.385,1,How Did I Get Here,ODESZA,Electronic
209,0.00471,0.542,227160,0.799,0.0161,4,0.0814,-3.641,0,0.0354,92.215,4,0.426,1,Black Out Days,Phantogram,Electronic
210,0.827,0.583,248213,0.776,3.81E-05,3,0.298,-5.293,1,0.0661,126.536,4,0.782,1,Bang! Bang!,Joe Cuba,World
211,0.0628,0.727,289267,0.548,0.526,10,0.133,-7.393,1,0.0291,107.826,4,0.93,1,Every 1's A Winner - Single Version,Hot Chocolate,Funk
212,0.00919,0.45,201602,0.782,0.101,11,0.123,-6.769,1,0.0364,173.954,4,0.209,1,Unbound,Cathedrals,Indie
213,0.0027,0.602,215518,0.764,0.0053,10,0.0822,-4.897,0,0.0435,105.997,5,0.468,1,Operate,ASTR,Electronic
214,0.385,0.415,359800,0.681,0,2,0.101,-4.104,0,0.189,171.893,4,0.372,1,Blood On The Leaves,Kanye West,Hip Hop
215,0.0304,0.614,315000,0.838,0.000297,10,0.166,-6.896,1,0.028,127.971,4,0.584,1,Come Save Me,Jagwar Ma,House
216,0.105,0.901,212712,0.744,7.79E-06,0,0.0964,-3.484,1,0.283,135.95,4,0.606,1,Hannah Montana,Migos,Hip Hop
217,0.359,0.7,218733,0.986,0.0221,0,0.963,-4.403,1,0.0573,123.033,4,0.64,1,High School Lover,Cayucas,Indie
218,0.119,0.583,202710,0.843,0,1,0.602,-7.416,0,0.409,108.066,5,0.422,1,They Come in Gold,Shabazz Palaces,Hip Hop
219,0.0112,0.6,215000,0.586,0.535,7,0.115,-9.414,1,0.0296,129.952,4,0.193,1,Tides of Neptune,Virgo,Trance
220,0.251,0.786,255094,0.706,0.213,9,0.142,-6.212,0,0.0537,120.011,4,0.318,1,Cocaine Model,ZHU,House
221,0.0696,0.512,287147,0.821,0.33,9,0.0998,-7.442,0,0.0334,149.988,4,0.396,1,Light House,Future Islands,Electronic
222,0.403,0.791,199973,0.664,0,7,0.61,-5.713,1,0.0831,149.939,4,0.96,1,Pass The Dutchie,Musical Youth,Reggae
223,0.849,0.533,378253,0.213,0.565,3,0.449,-13.437,0,0.0342,80.004,4,0.196,1,Words I Don't Remember,How To Dress Well,Trance
224,0.0862,0.731,178987,0.75,0.000388,2,0.202,-10.457,1,0.0321,135.406,4,0.648,1,I Would Die 4 U,Prince,Pop
225,0.000156,0.853,356560,0.532,0.88,1,0.0643,-13.443,1,0.121,99.989,4,0.499,1,Bless My Soul,Nightmares On Wax,Other
226,0.0398,0.674,313147,0.501,0.000123,2,0.0818,-12.907,0,0.0579,107.363,4,0.567,1,Heaven And Hell Is On Earth,20th Century Steel Band,Pop
227,0.0448,0.788,243800,0.617,0,2,0.088,-4.516,1,0.0651,122.065,4,0.13,1,Upper Echelon,Travis Scott,Hip Hop
228,0.000686,0.745,384907,0.857,0.2,0,0.022,-5.754,1,0.0393,115.945,4,0.946,1,Flying High (Part 1),Cloud One,Other
229,0.0107,0.621,240760,0.796,0.187,8,0.0719,-6.179,0,0.0327,140.012,4,0.288,1,Go,Grimes,Pop
230,0.377,0.818,242067,0.528,0,2,0.131,-10.666,0,0.0716,120.368,4,0.895,1,Spill The Wine,Eric Burdon,Funk
231,0.0988,0.856,247800,0.874,0.000472,11,0.339,-8.037,0,0.0401,122.416,4,0.91,1,Got To Give It Up (Part 1),Marvin Gaye,Soul
232,0.0913,0.614,286315,0.857,0,2,0.069,-8.85,0,0.0859,85.125,4,0.944,1,Never Gonna Give You Up,Barry White,Funk
233,0.0778,0.729,289627,0.527,0,9,0.382,-6.338,1,0.0708,126.012,4,0.23,1,Sanctified,Rick Ross,Hip Hop
234,0.0608,0.42,151853,0.776,0.0107,11,0.248,-8.827,1,0.0451,114.217,4,0.416,1,It #1,Ty Segall,Rock
235,0.011,0.757,280427,0.578,0.00672,0,0.127,-3.886,1,0.0386,102.96,4,0.952,1,Dangerous (feat. Joywave),Big Data,Indie
236,0.0249,0.618,221840,0.538,1.37E-05,2,0.352,-5.828,0,0.0319,79.925,4,0.299,1,Counting,Autre Ne Veut,R&B
237,0.642,0.657,175333,0.393,4.03E-05,0,0.14,-7.667,1,0.0367,99.946,4,0.266,1,You're the Best,Wet,Hip Hop
238,0.538,0.879,313493,0.495,0.000333,7,0.0827,-10.584,0,0.0765,102.652,4,0.797,1,Estrelar,Marcos Valle,World
239,0.0172,0.496,190582,0.54,0.0367,7,0.13,-7.121,0,0.0324,131.337,5,0.172,1,Hold On We're Going Home,ASTR,Electronic
240,0.0639,0.742,256693,0.945,0.165,5,0.131,-6.445,1,0.0428,112.977,4,0.748,1,Uncle ACE,Blood Orange,Funk
241,0.245,0.623,227907,0.65,0.000913,10,0.146,-7.953,1,0.0274,116.74,4,0.884,1,San Francisco,Foxygen,Indie
242,0.00101,0.736,258387,0.68,0.897,4,0.0922,-7.036,0,0.0361,120.995,4,0.0793,1,Stay High - Habits Remix,Tove Lo,Electronic
243,0.254,0.482,139267,0.96,2.43E-06,0,0.294,-5.269,0,0.126,113.263,4,0.539,1,Crosstown Traffic,Jimi Hendrix,Rock
244,0.0117,0.683,175357,0.86,0.000379,7,0.356,-7.317,1,0.31,143.311,4,0.317,1,Ziggy Starfish (Anxiety Raps) [feat. Gold Panda],Open Mike Eagle,Hip Hop
245,0.0626,0.697,181149,0.655,0.774,1,0.353,-9.781,0,0.15,86.969,4,0.436,1,Marijuana,Chrome Sparks,Dance
246,0.479,0.631,187617,0.626,0,9,0.108,-7.747,0,0.114,107.007,4,0.104,1,Crown Violet - Bonus Track,Azizi Gibson,Hip Hop
247,0.0957,0.747,202349,0.722,0.000519,8,0.208,-7.33,1,0.0349,100.215,4,0.56,1,Glad I Met You,D. Gookin,Dance
248,0.251,0.569,265827,0.74,2.68E-06,0,0.134,-6.235,1,0.283,180.559,4,0.709,1,Dancing In The Rain,Blu,Hip Hop
249,0.029,0.674,202733,0.832,5.56E-06,9,0.0927,-3.593,1,0.0616,102.833,4,0.807,1,You Know I'm No Good - Ghostface UK Version,Amy Winehouse,Soul
250,0.00744,0.578,246007,0.947,0.0816,11,0.105,-2.431,0,0.036,134.034,4,0.452,1,Kill V. Maim,Grimes,Pop
251,0.449,0.586,217120,0.658,0.368,10,0.109,-9.71,0,0.0457,144.933,4,0.276,1,Life Round Here,James Blake,Other
252,0.275,0.756,206378,0.44,0,1,0.101,-9.973,0,0.179,112.14,4,0.307,1,Sitting Pretty (feat. Wiz Khalifa),Ty Dolla $ign,Hip Hop
253,0.212,0.723,322050,0.687,5.83E-05,11,0.137,-7.019,0,0.0373,95.237,4,0.867,1,"Glyde 2nyte (feat. Leon Sylvers III, Leon Sylvers IV)",Dâm-Funk,Funk
254,0.0559,0.599,243589,0.645,0.108,0,0.0857,-6.098,1,0.0315,141.209,4,0.371,1,Clouds Over the Pacific,James Pants,Hip Hop
255,0.00333,0.586,238507,0.671,0.916,10,0.0521,-9.787,0,0.0445,91.412,4,0.771,1,Distant Land,Madlib,Hip Hop
256,0.0332,0.749,267800,0.802,0.0499,7,0.611,-6.159,0,0.0471,106.077,4,0.824,1,Flashlight,Parliament,Funk
257,0.539,0.689,171560,0.83,0,8,0.0882,-8.774,1,0.0954,140.732,4,0.822,1,Can You Get To That,Funkadelic,Funk
258,0.0257,0.283,186369,0.331,0.00489,0,0.174,-7.459,0,0.0315,101.797,3,0.151,1,Better,Banks,Electronic
259,0.0193,0.413,216771,0.676,0,6,0.1,-7.639,0,0.241,71.607,4,0.601,1,Pony,Pretty Sister,Dance
260,0.0181,0.932,192773,0.819,6.81E-06,8,0.0577,-3.484,0,0.203,119.941,4,0.552,1,WTF (Where They From) [feat. Pharrell Williams],Missy Elliott,Hip Hop
261,0.0062,0.748,312240,0.733,0,11,0.329,-4.421,0,0.072,93.019,4,0.273,1,Again,Fetty Wap,Hip Hop
262,0.108,0.53,194613,0.433,0,6,0.135,-10.598,1,0.185,160.14,4,0.272,1,Exchange,Bryson Tiller,R&B
263,0.196,0.388,238000,0.688,0.00883,5,0.0781,-8.407,0,0.0708,170.678,3,0.804,1,Sugar for the Queen,Bells Atlas,R&B
264,0.667,0.371,275013,0.703,0.00186,3,0.0986,-7.358,1,0.0404,120.599,4,0.558,1,Symphony of the Nymph,Ariel Pink's Haunted Graffiti,Rock
265,0.124,0.875,347667,0.532,0.0123,10,0.314,-13.265,0,0.0686,116.556,4,0.704,1,Cool It Now,New Edition,R&B
266,0.074,0.523,215867,0.722,0.00336,6,0.122,-6.533,1,0.0307,129.424,4,0.496,1,Jumpin' Jack Flash,Ananda Shankar,World
267,0.0962,0.654,252095,0.292,0.0031,2,0.106,-12.977,1,0.474,153.547,4,0.111,1,River,Ibeyi,Soul
268,0.455,0.847,191541,0.654,0.0622,5,0.0674,-6.443,0,0.113,119.998,4,0.624,1,You Know You Like It - Bondax Remix,AlunaGeorge,Pop
269,0.015,0.836,229715,0.537,0.00103,4,0.0805,-9.854,0,0.261,160.188,4,0.43,1,Batuque (Jeremy Sole & Atropolis Remix),Dom La Nena,World
270,0.172,0.413,273545,0.555,0.000309,11,0.256,-9.699,0,0.0427,121.976,4,0.542,1,Mykonos (feat. Fleet Foxes),Rhythms Del Mundo,World
271,0.123,0.473,153973,0.865,0.968,0,0.897,-6.391,1,0.0332,100.018,4,0.554,1,So Destroyed (channeling Rage Peace),Prince Rama,Dance
272,0.00593,0.609,207301,0.641,0.585,8,0.105,-5.309,1,0.0266,84.957,4,0.0844,1,Bitch,Allie X,Indie
273,0.174,0.544,181400,0.427,0.0248,9,0.133,-8.33,0,0.0298,139.939,4,0.189,1,Locket,Kilo Kish,Indie
274,0.0059,0.379,325500,0.674,1.04E-05,8,0.0957,-5.762,0,0.0305,99.797,3,0.0647,1,Apathy,Shlohmo,Electronic
275,0.000304,0.316,245880,0.748,0.0139,2,0.608,-8.187,1,0.0413,79.337,4,0.239,1,It All Feels Right,Washed Out,Trance
276,0.29,0.857,222573,0.484,3.04E-06,10,0.112,-6.232,0,0.148,107.434,4,0.729,1,Last Chance to Dance,Ekkah,Pop
277,0.00412,0.389,215560,0.884,0.172,9,0.31,-4.602,1,0.0741,128.604,4,0.399,1,The Righteous One,The Orwells,Rock
278,0.00492,0.519,282659,0.793,0.93,10,0.235,-9.83,0,0.0777,164.032,4,0.222,1,The New International Sound,GENER8ION,House
279,0.384,0.478,281774,0.6,0.808,5,0.0987,-11.025,0,0.0356,143.98,4,0.0635,1,Like Lust,MOVEMENT,Dance
280,0.00978,0.706,362413,0.643,0.00955,2,0.103,-9.357,0,0.0859,160.026,4,0.808,1,Rhythm of Devotion,Sisyphus,Hip Hop
281,0.0621,0.736,190440,0.539,0.0312,1,0.12,-8.316,1,0.0936,147.73,4,0.761,1,Zion Gate Dub,King Tubby,Reggae
282,0.081,0.651,253587,0.77,6.54E-05,0,0.114,-8.08,0,0.0274,112.923,4,0.738,1,Enjoy The Silence - Remastered Version Original,Depeche Mode,Rock
283,0.0269,0.869,270520,0.658,0.299,8,0.115,-5.025,1,0.036,109.998,4,0.244,1,Fried Neck Bones And Some Home Fries - Dan The Automator Remix,Willie Bobo,World
284,0.428,0.624,238427,0.852,0.656,1,0.114,-10.184,1,0.153,135.223,4,0.517,1,Archangel,Burial,Dubstep
285,0.699,0.386,328966,0.509,0.872,2,0.131,-12.745,0,0.034,129.982,4,0.254,1,"Lone Wolf and Cub (feat. Herbie Hancock, Flying Lotus, Miguel Atwood-Ferguson & Mono/poly)",Thundercat,Funk
286,0.22,0.234,207186,0.747,0.000176,11,0.157,-3.332,0,0.0577,81.805,4,0.365,1,Skyscraper,Elephant,Indie
287,0.516,0.525,216520,0.797,5E-06,1,0.152,-11.168,0,0.0656,100.518,4,0.769,1,I Want You - Single Version,Marvin Gaye,Soul
288,0.00564,0.521,208613,0.888,0.0226,8,0.0633,-5.197,1,0.0357,81.971,4,0.264,1,"The New International Sound, Pt. 2 (feat. M.I.A.)",GENER8ION,House
289,0.504,0.719,181459,0.697,0,2,0.295,-5.647,1,0.31,117.123,4,0.668,1,Suede (feat. Anderson Paak & Knxwledge),NxWorries,Hip Hop
290,0.825,0.722,196507,0.605,0.0178,5,0.248,-6.07,1,0.153,165.998,4,0.69,1,Bam Bam,Sister Nancy,Reggae
291,0.0453,0.806,218280,0.696,5.71E-06,11,0.0785,-5.109,1,0.0502,127.023,4,0.131,1,Alright,Logic,Hip Hop
292,0.259,0.763,156484,0.491,0.902,9,0.14,-8.587,0,0.0316,93.024,4,0.475,1,Rainy Streets,Blue In Green,Jazz
293,0.00403,0.736,168451,0.68,5.49E-06,9,0.116,-6.438,1,0.342,149.902,4,0.601,1,Hazelton Trump,OB OBrien,Hip Hop
294,0.0141,0.651,256667,0.824,6.02E-06,0,0.129,-9.368,1,0.0617,141.226,4,0.731,1,Free Stress Test,Professor Murder,Indie
295,0.127,0.479,278147,0.609,0,11,0.0815,-8.678,0,0.236,107.699,5,0.522,1,I'm Ya Dogg,Snoop Dogg,Hip Hop
296,0.379,0.535,293213,0.374,0.0464,9,0.0914,-8.83,1,0.0317,121.93,3,0.339,1,Hot Dreams,Timber Timbre,Folk
297,0.0861,0.356,242253,0.567,0,0,0.137,-7.011,0,0.0798,135.553,5,0.116,1,The Hills,The Weeknd,R&B
298,0.26,0.753,200213,0.9,0.000102,11,0.165,-1.866,0,0.0322,119.72,4,0.967,1,"When They Fight, They Fight",Generationals,Indie
299,0.032,0.694,273949,0.789,0.00129,4,0.127,-5.201,0,0.0378,109.014,4,0.549,1,The River,Son Little,R&B
300,0.0356,0.483,229893,0.804,1.6E-06,8,0.0736,-3.452,1,0.0501,73.048,4,0.803,1,Rill Rill,Sleigh Bells,Pop
301,0.0453,0.878,372096,0.43,0.751,11,0.101,-8.445,0,0.0658,119.999,4,0.138,1,Awake,Santé,House
302,0.19,0.703,228040,0.412,5.26E-06,6,0.221,-9.827,0,0.0288,152.219,4,0.815,1,Johnny Was,Bob Marley & The Wailers,Reggae
303,0.407,0.688,192040,0.488,0,11,0.43,-14.195,0,0.357,69.77,4,0.708,1,Monster Mash,"Bobby ""Boris"" Pickett",Pop
304,0.854,0.316,659560,0.308,0.888,2,0.585,-15.944,1,0.0411,103.459,4,0.0933,1,Night on Bald Mountain,Modest Mussorgsky,Classical
305,0.153,0.725,230400,0.918,0.0328,10,0.113,-4.912,0,0.0676,125.009,4,0.191,1,Feel The Volume,Jauz,Trap
306,0.321,0.749,308947,0.422,0.155,1,0.11,-11.004,0,0.0733,98.82,4,0.587,1,Water Me (feat. Leon Ware),Theophilus London,Hip Hop
307,0.00079,0.771,248991,0.248,0.1,5,0.341,-20.815,0,0.0802,139.937,4,0.281,1,Kathy Lee,Jessy Lanza,Electronic
308,0.0259,0.69,225533,0.548,0.00243,10,0.106,-9.587,0,0.352,121.509,4,0.693,1,Love Buzz,Shocking Blue,Rock
309,0.058,0.648,201848,0.887,0,1,0.0382,-4.536,0,0.188,102.128,4,0.464,1,Beautiful Life (feat. Action Bronson & Joey Bada$$),Statik Selektah,Hip Hop
844,0.436,0.684,250000,0.486,9.77E-05,2,0.12,-12.521,1,0.0385,115.076,4,0.821,1,Sunshine Of Your Love,Cream,Rock
845,0.000641,0.787,520311,0.679,0.912,7,0.0618,-12.377,1,0.0534,117.501,3,0.214,1,Taifa - The Emperor Machine Mix,Partial Arts,Dance
846,0.00254,0.696,502888,0.643,0.834,7,0.276,-10.124,1,0.0407,117.514,4,0.537,1,Taifa,Partial Arts,Dance
851,0.136,0.829,321067,0.65,2.15E-05,10,0.15,-9.691,1,0.06,108.398,4,0.744,1,I'll Be Good,Rene & Angela,Funk
858,0.916,0.334,700027,0.265,0.837,2,0.168,-17.219,1,0.0477,113.12,4,0.0549,1,Night on Bald Mountain,Modest Mussorgsky,Classical
867,0.0624,0.476,309064,0.571,0.353,5,0.349,-7.223,0,0.055,141.221,5,0.419,1,What I Might Do - Kilter Remix,Ben Pearce,House
869,4.19E-05,0.636,326129,0.864,0.887,5,0.104,-9.618,0,0.044,123.972,4,0.611,1,Nobodys Fool - Ben Pearce Remix,Real Connoisseur,House
877,0.887,0.366,210400,0.407,0.263,2,0.114,-10.047,1,0.0265,148.436,3,0.352,1,I'm Glad,Captain Beefheart & His Magic Band,
879,0.00727,0.582,302120,0.734,0.202,6,0.76,-6.987,0,0.0675,127.071,4,0.638,1,Boys Life,Small Black,Electronic
884,0.00543,0.363,178772,0.755,0.00105,1,0.084,-6.654,0,0.12,114.407,4,0.736,1,Only You,Mac Demarco,Indie
893,0.000624,0.906,311365,0.648,0.0857,11,0.272,-8.742,0,0.0734,123.98,4,0.646,1,Jack,Breach,Indie
894,0.000334,0.907,183581,0.616,0.425,6,0.11,-7.073,0,0.0577,124.036,4,0.614,1,Jack,Breach,Indie
898,0.0125,0.634,405933,0.858,0.84,1,0.0984,-11.661,1,0.0417,123.991,4,0.233,1,Delorean Dynamite,Todd Terje,Electronic
899,0.198,0.603,145773,0.921,0.00035,5,0.133,-3.555,0,0.0931,122.978,4,0.814,1,Do You Want a Man - Heaven & Hell Remix,William Onyeabor,Funk
913,0.00428,0.704,405560,0.895,0.28,10,0.267,-7.81,1,0.0647,118.662,4,0.865,1,"Bizarre Love Triangle - Shep Pettibone 12"" Remix",New Order,Electronic
914,0.0154,0.606,195307,0.913,0.905,9,0.326,-7.865,1,0.0417,146.15,4,0.82,1,Dreams Never End - 2015 Remastered Version,New Order,Electronic
915,0.00207,0.587,546467,0.915,0.579,4,0.136,-8.307,0,0.0404,128.004,4,0.539,1,Plastic - Extended Mix,New Order,Electronic
959,0.0173,0.916,183695,0.571,1.11E-06,10,0.153,-8.241,0,0.2,103.521,4,0.467,1,For Free,DJ Khaled,Hip Hop
963,0.543,0.785,196570,0.796,0.291,5,0.108,-5.815,0,0.0379,136.05,4,0.806,1,Cane Shuga,Glass Animals,Pop
965,0.0378,0.81,369627,0.793,1.82E-06,6,0.072,-9.404,0,0.0403,116.049,4,0.86,1,Get Lucky,Daft Punk,House
967,0.0384,0.841,195474,0.729,0,6,0.276,-3.047,0,0.239,132.073,4,0.43,1,Versace,Migos,Hip Hop
968,0.000954,0.775,188013,0.823,0,1,0.144,-6.091,1,0.271,130.041,4,0.288,1,Black Skinhead,Kanye West,Hip Hop
969,0.147,0.85,261321,0.509,0,6,0.0759,-9.637,0,0.378,134.9,4,0.769,1,Type of Way,Rich Homie Quan,Hip Hop
970,0.00444,0.413,225867,0.633,0,7,0.361,-5.188,1,0.0558,170.016,4,0.184,1,Recover,CHVRCHES,Indie
971,0.222,0.76,199227,0.79,0,10,0.268,-3.835,1,0.344,94.017,4,0.57,1,Bitter Rivals,Sleigh Bells,Pop
972,0.0745,0.409,175480,0.532,0.00523,2,0.0795,-6.266,1,0.033,99.935,4,0.354,1,Gonna Die,Autre Ne Veut,R&B
973,0.957,0.342,171613,0.159,0.114,9,0.101,-18.127,1,0.0477,91.963,4,0.329,1,Angels,The xx,Indie
975,0.00369,0.647,285596,0.762,0.00641,0,0.0884,-7.765,1,0.0363,120.832,4,0.438,1,I Got U,Duke Dumont,House
976,0.0216,0.709,343800,0.669,0.0125,11,0.146,-8.422,0,0.0409,105.004,4,0.106,1,Something About You - ODESZA Remix,Hayden James,Electronic
980,0.0564,0.607,248000,0.435,0.0178,6,0.171,-6.604,0,0.0475,120.045,4,0.255,1,Want My Love,Cathedrals,Indie
981,0.0369,0.448,258653,0.733,0.0425,3,0.169,-6.238,1,0.0292,142.008,4,0.404,1,Myth,Beach House,Pop
982,0.655,0.507,194253,0.466,0.363,1,0.0929,-11.966,1,0.0862,157.013,4,0.0978,1,Weary,Solange,R&B
985,0.2,0.739,556924,0.848,0.824,1,0.111,-4.598,0,0.0332,125.02,4,0.782,1,Let It Happen - Soulwax Remix,Tame Impala,Rock
986,0.0739,0.833,301240,0.663,0.00351,2,0.0814,-3.639,1,0.105,103.693,4,0.457,1,Hood Pass Intact,Dâm-Funk,Funk
988,0.208,0.514,233818,0.632,0.0132,2,0.115,-6.305,1,0.0501,94.569,4,0.31,1,Ode To Viceroy,Mac Demarco,Indie
991,0.0208,0.869,233787,0.687,1E-06,1,0.114,-6.816,1,0.263,96.006,4,0.668,1,F**kin' Problems,A$AP Rocky,Hip Hop
992,0.144,0.709,310187,0.412,0.000101,8,0.0814,-11.602,1,0.488,174.062,4,0.505,1,Swerve... the reeping of all that is worthwhile (Noir not withstanding),Shabazz Palaces,Hip Hop
993,0.0559,0.521,182160,0.851,0,2,0.267,-3.235,1,0.0336,130.032,4,0.825,1,Never Saw The Point,Cults,Indie
994,0.0852,0.858,203373,0.789,0,11,0.229,-7.462,0,0.291,125.993,4,0.658,1,212,Azealia Banks,Hip Hop
998,0.142,0.714,135920,0.566,1.25E-06,7,0.57,-4.408,1,0.056,113.074,4,0.429,1,Father Stretch My Hands Pt. 1,Kanye West,Hip Hop
1010,0.00298,0.545,278227,0.904,0.00117,6,0.0679,-5.201,1,0.34,139.871,4,0.681,1,3 Wheel-ups (feat. Wiley & Giggs),Kano,Hip Hop
1015,0.258,0.812,181114,0.937,0,1,0.239,-1.894,1,0.295,139.997,4,0.851,1,6 In The Morning,Wiley,Hip Hop
1016,0.0103,0.745,143214,0.822,4.2E-06,7,0.155,-6.354,1,0.252,86.733,5,0.374,1,Skepta Interlude,Drake,Hip Hop
1126,0.0525,0.779,166600,0.659,0,0,0.128,-5.455,1,0.0808,95.003,4,0.924,0,Fuego,Juanes,Pop
1127,0.051,0.712,214072,0.901,0,1,0.162,-4.699,0,0.0595,97.98,4,0.84,0,Al Filo de Tu Amor,Carlos Vives,World
1128,0.0983,0.648,223800,0.833,0.001,11,0.127,-5.116,1,0.0543,108.001,4,0.301,0,Young And Menace,Fall Out Boy,Punk
1129,0.00898,0.499,229093,0.824,0,7,0.163,-4.741,1,0.0794,161.977,4,0.692,0,"Sugar, We're Goin Down",Fall Out Boy,Punk
1130,0.004,0.385,228360,0.866,0,4,0.111,-2.817,0,0.0697,176.014,4,0.548,0,Centuries,Fall Out Boy,Punk
1131,0.0313,0.561,186827,0.927,2.34E-05,9,0.529,-4.374,0,0.0619,152.011,4,0.562,0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Punk
1132,0.00139,0.613,189387,0.874,1.82E-06,2,0.656,-3.594,1,0.0697,108.038,4,0.532,0,Immortals,Fall Out Boy,Punk
1133,0.119,0.623,211573,0.956,0.000227,4,0.617,-2.608,0,0.0753,149.958,4,0.718,0,Uma Thurman,Fall Out Boy,Punk
1134,0.00494,0.616,180267,0.961,0,11,0.078,-3.144,0,0.139,114.492,4,0.531,0,"Dance, Dance",Fall Out Boy,Punk
1135,0.000965,0.607,212040,0.889,0,9,0.0839,-4.034,1,0.0394,100.034,4,0.376,0,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,Punk
1136,0.177,0.95,214648,0.412,0,1,0.077,-6.592,1,0.0731,121.019,4,0.741,0,Bad Liar,Selena Gomez,Pop
1137,0.222,0.63,228827,0.815,0,2,0.091,-4.265,1,0.152,88.357,4,0.814,0,Despacito - Remix,Luis Fonsi,Pop
1138,0.00593,0.608,187761,0.841,0.0573,0,0.121,-3.798,1,0.0464,167.969,4,0.25,0,Thunder,Imagine Dragons,Pop
1139,0.0969,0.774,211475,0.626,3.12E-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.758,0,Attention,Charlie Puth,Pop
1140,0.381,0.857,199440,0.8,0,2,0.0913,-4.035,1,0.0583,121.996,4,0.965,0,There's Nothing Holdin' Me Back,Shawn Mendes,Pop
1141,0.102,0.44,258188,0.413,1.7E-05,0,0.103,-7.425,0,0.0446,131.659,4,0.125,0,Quit (feat. Ariana Grande),Cashmere Cat,Electronic
1142,0.0745,0.696,211364,0.503,0,8,0.0869,-4.842,1,0.0356,99.977,4,0.539,0,The Cure,Lady Gaga,Pop
1143,0.197,0.633,193511,0.592,0,0,0.099,-7.245,0,0.112,90.066,4,0.643,0,First Time,Kygo,House
1144,0.062,0.711,223190,0.722,0,5,0.14,-3.946,1,0.0472,99.954,4,0.483,0,No Vacancy,OneRepublic,Pop
1146,0.0577,0.565,231906,0.782,4.16E-05,8,0.0757,-6.413,1,0.0506,140.004,4,0.392,0,Malibu,Miley Cyrus,Pop
1148,0.56,0.622,250200,0.593,0,5,0.175,-7.755,0,0.0414,100.048,4,0.361,0,1-800-273-8255,Logic,Hip Hop
1153,0.0283,0.656,197253,0.615,0,5,0.234,-6.252,1,0.0539,139.91,4,0.364,0,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,Hip Hop
1161,0.0293,0.726,233833,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.75,0,Unforgettable,French Montana,Hip Hop
1162,0.000339,0.905,177604,0.596,2.05E-05,1,0.0897,-7.496,0,0.118,149.996,4,0.419,0,HUMBLE.,Kendrick Lamar,Hip Hop
